Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Disability Support Pension,,,"14,871,086","15,572,070",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Income Support for Carers,,,"6,219,720","6,892,221",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Services and Support for People with Disability,,,"356,023","370,536",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Support for Carers,,,"22,185","21,462",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,National Disability Insurance Scheme,,,"81,376","370,901",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Early Intervention Services for Children with Disability,,,"96,972","99,280",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Women,,,,"46,572","56,896","To implement strategies in priority areas to achieve gender equality. The priority areas include reducing violence against women, improving economic outcomes for women, and ensuring womens equal place in society","Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Economic Development and Participation,,,"213,396","96,515",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Indigenous Housing and Infrastructure,,,"98,960","111,572",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Native Title and Land Rights,,,"93,419","95,811",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Indigenous Capability and Development,,,"505,742","518,597",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Stronger Futures in the Northern Territory,,,"135,673","75,910",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Aboriginal Hostels Limited,Company Operated Hostels,,,"54,131","52,953",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Aboriginal Hostels Limited,Community Operated Hostels,,,"4,903","4,491",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Australian Institute of Family Studies,,,,"14,882","15,732",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Workplace Gender Equality Agency,,,,"5,200","5,832",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Equities and Investments,,,"83,866","98,806",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Indigenous Home Ownership,,,"47,460","52,020",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Business Development and Assistance,,,"32,274","32,396",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Land Corporation,,,,"100,265","92,885",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Torres Strait Regional Authority,,,,"53,303","56,030",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Automotive Transformation Scheme,,"358,810",391677,,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Clean Technology Investment Programs,,"54,815","166,746",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Other,,"185,320","265,991",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Innovative Industry,Cooperative Research Centres Program,,"156,204","144,813",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Innovative Industry,Clean Technology Innovation Program,,"4,380","61,300",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Innovative Industry,Commercialisation Australia,,"70,684","74,679",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Innovative Industry,Other,,"146,212","88,646",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Program Support,,,"348,943","355,997",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,International Postgraduate Research Scholarship Scheme,,"21,525","22,040",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,Joint Research Engagement Program,,"333,293","332,570",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,Research Infrastructure Block Grants,,"224,611","223,629",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,Research Training Scheme,,"656,092","671,783",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,Sustainable Research Excellence in Universities,,"139,152","169,592",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,The Australian Postgraduate Awards,,"248,368","266,287",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Investment in Higher Education Research,Collaborative Research Infrastructure Scheme,,"20,000","39,600",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Science &  Research Capacity,,,"282,607","225,435",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Science & Research,Program Support,,,"75,792","75,363",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,Higher Education Support,,,"7,031,679","7,223,425",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,Higher Education Loan Program,,,"1,083,297","1,289,201",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,Tertiary Student Assistance,,,"3,029,377","3,093,626",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,VET National Support,,,"1,613,473","1,555,018",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,International Support,,,"69,264","67,795",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education,Program Support,,,"184,277","184,485",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change,Reducing Australia's Greenhouse Gas,,,"1,741","3,395",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change,Adapting to Climate Change,,,"9,998","13,725",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change,Helping to Shape a Global Climate Change,,,"1,583","3,000",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change,Program Support ,,,"24,126","58,937",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Institute of Aboriginal and Torres Strait Islander Studies,,,,"15,508","16,010",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Institute of Marine Science,,,,"51,936","57,580",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Nuclear Science and Technology Organisation,,,,"268,486","294,775",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Research Council ,Discovery - Research and Research Training,,,"550,159","561,090",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Research Council ,Linkage - Cross-sector Research Partnerships,,,"348,452","344,140",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Research Council ,Excellence for Research in Australia,,,"7,665","4,802",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian Skills Quality Authority,,,,"37,079","38,041",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Clean Energy Regulator,,,,"2,550,319","3,806,719",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Climate Change Authority,,,,"6,170","8,707",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Commonwealth Scientific and Industrial Research Organisation ,,,,"1,265,121","1,300,010",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",IP Australia ,,,,"169,957","178,570",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Tertiary Education Quality and Budget Statements Standards Agency,,,,"18,645","20,363",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Income Support and Allowances,,,"2,895,023","2,888,428",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Disability Support,,,"1,574,267","1,589,178",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Assistance to Defence Widow/ers and Dependants,,,"1,854,483","1,860,148",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Assistance and Other Compensation for Veterans and Dependants,,,"88,482","84,521",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Veterans' Children Education Scheme,,,"18,908","18,823",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Military Rehabilitation and Compensation Acts Payments ,,,"318,276","321,309",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Income Support and Compensation,Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision,,,"210,700","164,500",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,General Medical Consultations and Services,,,"953,050","941,459",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Hospital Services,,,"1,708,270","1,675,919",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Pharmaceuticals Benefits,,,"450,476","416,552",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Community Care and Support,,,"1,631,694","1,723,970",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Veterans' Counselling and Other Health Services,,,"635,164","667,794",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Military Rehabilitation and Compensation Acts,,,"82,165","85,539",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Health and Other Care Services,Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision,,,"62,100","48,200",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Acknowledgment and Comemoration,War Graves and Commemorations,,,"50,100","82,385",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Acknowledgment and Comemoration,Gallipoli-related Activities,,,"4,665","4,789",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
Department of Veteran Affairs,Australian War Memorial,,,,"55,444","67,928",,Department of Veterans Affairs PBS,http://www.dva.gov.au/aboutDVA/publications/corporate/budget/2013-2014/Documents/dvapbs.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Support for the Child Care System,Child Care Services Support,,"393,922","343,632",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Support for the Child Care System,Jobs Education and Training Child Care Fee Assistance  (JETCCFA),,"110,900","82,941",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Child Care Fee Assistance,Child Care Benefit,,"2,529,842","2,636,064",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Child Care Fee Assistance,Child Care Rebate,,"2,131,165","2,412,170",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Early Childhood Education,Early Childhood Education - Universal Access,,"3,000","3,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_1_pdf.pdf
"Education, Employment & Workplace Relations",Early Childhood learning & Care,Government Schools National Support,,,0,"2,432,752",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,Schools Assistance Act 2008,,"7,965,080","4,378,398",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,Australian Education Act 2013,,0,"4,391,031",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Non-Government Schools National Support,ndigenous Education (Targeted Assistance) Act,,"130,297","77,304",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Teach Next,,838,"1,903",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Trade Cadetship,,"3,600","3,900",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Online Diagnostic Tools,,"10,238","9,734",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Australian Baccalaureate,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Indigenous Ranger Cadetships,,"1,325","3,825",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Asian Languages in Schools,,461,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Grants and Awards,,"3,847","3,901",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National School Chaplaincy Program,,"74,000","74,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Helping Children with Autism,,"5,434","5,540",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Quality Outcomes,,"50,570","41,846",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Framework for Open Learning,,"2,584","3,212",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Plan for School Improvement,,"17,650","9,655",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Creative Young Stars,,0,"3,825",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Review of School Funding,,"4,793",557,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,NBN Enabled Education,,"7,875","8,045",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
