Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
Health and Ageing,Health System Capacity And Quality,Health infrastructure,,,"469,565","527,004",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Mental Health,,,,"400,092","519,489","Improved mental health and suicide prevention, including through targeted prevention, identification, early intervention and health care services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.11_Outcome_11.pdf
Health and Ageing,Health Workforce Capacity,Workforce and rural distribution,,,"1,034,447","1,112,764","Improved capacity, quality and mix of the health workforce to meet the requirements of health services, including through training, registration, accreditation and distribution strategies",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.12_Outcome_12.pdf
Health and Ageing,Health Workforce Capacity,Workforce development and innovation,,,"311,373","294,938",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.12_Outcome_12.pdf
Health and Ageing,Acute Care,Blood and organ donation services,,,"692,530","737,130","Improved access to public hospitals, acute care services and public dental services, including through targeted strategies, and payments to state and territory governments",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.13_Outcome_13.pdf
Health and Ageing,Acute Care,Medical indemnity ,,,"97,600","100,596",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.13_Outcome_13.pdf
Health and Ageing,Acute Care,Public hospitals and information ,,,"258,110","156,936",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.13_Outcome_13.pdf
Health and Ageing,Biosecurity and Emergency Response,,,,"90,903","61,514","Preparedness to respond to national health emergencies and risks, including through surveillance, regulation, prevention, detection and leadership in national health coordination",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.14_Outcome_14.pdf
Health and Ageing,Aged Care Standards and Accreditation Agency,,,,"38,111","36,270",,,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_4.01_ACSAA.pdf
Health and Ageing,Australian Commission on Safety and Quality in Healthcare,,,,"16,639","17,566",,,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_4.02_ACSQHC.pdf
Health and Ageing,Australian Institute of Health and Welfare,,,,"52,220","52,406","Develop, collect, analyse and report high quality national health and welfare information and statistics for governments and the community",AUSTRALIAN INSTITUTE OF HEALTH AND WELFARE: Agency Resources & Planned Performance,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_4.03_AIHW.pdf
Health and Ageing,Australian National Preventative Health Agency,,,,"66,408","49,372","A reduction in the prevalence of preventable disease, including through research and evaluation to build the evidence base for future action, and by managing lifestyle education campaigns and developing partnerships with non-government sectors",AUSTRALIAN NATIONAL PREVENTIVE HEALTH AGENCY: Agency Resources and Planned Performance,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_4.04_ANPHA.pdf
Health and Ageing,Australian Organ and Tissue Donation and Transplantation Authority,,,,"45,224","45,995","Improved access to organ and tissue transplants, including through a nationally coordinated and consistent approach and system",AOTDTA - Agency Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_4.05_AOTDTA.pdf
Health and Ageing,Australian Radiation Protection and Nuclear Safety Agency,,,,"24,282","25,811","Protection of people and the environment through radiation protection and nuclear safety research, policy, advice, codes, standards, services and regulation",ARPANSA � Agency Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.06_ARPANSA.pdf
Health and Ageing,Cancer Australia,,,,"28,841","30,451","Minimised impacts of cancer, including through national leadership in cancer control with targeted research, cancer service development,  education and consumer support",Cancer Australia � Agency Budget Statements ,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.07_CA.pdf
Health and Ageing,Food Standard Australia New Zealand,,,,"21,509","20,725","A safe food supply and well-informed consumers in Australia and New Zealand, including through the development of food regulatory measures and the promotion of their consistent implementation, coordination of food recall activities and the monitoring of consumer and industry food practices ",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.08_FSANZ.pdf
Health and Ageing,General Practice Education and Training,,,,"206,179","234,510",,,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.09_GPET.pdf
Health and Ageing,Health Workface Australia,,,,"213,954","209,310","Improved health workforce capacity, including through a national approach to workforce policy and planning across all health disciplines,  which effectively integrates research, education and training",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.10_HWA.pdf
Health and Ageing,Independent Hospital Pricing Authority,,,,"24,985","26,154",,,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.11_IHPA.pdf
Health and Ageing,National Blood Authority,,,,"1,088,308","1,137,657","Access to a secure supply of safe and affordable blood products, including through national supply arrangements and coordination of best practice standards within agreed funding policies under the national blood arrangements",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.12_NBA.pdf
Health and Ageing,National Health Funding Body,,,,0,"4,360","Provide transparent and efficient administration of Commonwealth, state and territory funding of the Australian public hospital system, and support the obligations and responsibilities of the Administrator of the National Health Funding Pool",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.13_NHFB.pdf
Health and Ageing,National Health and Medical Research Council,,,,"815,161","917,671","Improved health and medical knowledge, including through funding research, translating research findings into evidence-based clinical practice, administering legislation governing research, issuing guidelines and advice for ethics in health and the promotion of public health",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.14_NHMRC.pdf
Health and Ageing,National Health Performance Authority,,,,"32,087","33,748","Contribute to transparent and accountable health care services in Australia, including through the provision of independent performance monitoring and reporting; the formulation of performance indicators; and conducting and evaluating research",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.15_NHPA.pdf
Health and Ageing,Private Health Insurance Administration Council,,,,"426,803","477,515","Prudential safety and competitiveness of the private health insurance industry in the interests of consumers, including through efficient industry regulation",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.16_PHIAC.pdf
Health and Ageing,Private Health Insurance Ombudsman,,,,"2,371","2,522","Public confidence in private health insurance, including through consumer and provider complaint and enquiry investigations, and performance monitoring and reporting",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.17_PHIO.pdf
Health and Ageing,Professional Services Review,,,,"5,989","5,962","A reduction of the risks to patients and costs to the Australian Government of inappropriate clinical practice, including through investigating health services claimed under the Medicare and Pharmaceutical benefits schemes",,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup3/$File/2013-14_DoHA_PBS_4.18_PSR.pdf
Other,,,,,"19,550,644","20,521,484",,,
